Hours;Load;Price;CO_2_eq;solar_pv
541;2.5591;202.71;1029.95;29.6572
542;2.5641;202.17;1043.31;17.2252
543;2.5012;201.72;1050.31;2.90178
544;2.4619;198.48;1050.2;0
545;2.4879;203.28;1048.96;0
546;2.5016;202.61;1047.01;0
547;2.4693;202.6;1048.0;0
548;2.4551;193.9;1047.4;0
549;2.3972;194.0;1046.59;0
550;2.2384;175.16;1032.45;0
551;2.0857;168.79;1028.27;0
552;1.9452;147.51;1024.0;0
553;1.8262;164.85;1025.26;0
554;1.7788;160.26;1025.74;0
555;1.7592;157.41;1026.31;0
556;1.7578;156.58;1021.8;0
557;1.785;159.4;1015.55;0
558;1.881;165.92;1033.97;0
559;2.1668;183.61;1051.39;0
560;2.3545;201.22;1043.48;0
561;2.4598;205.69;1033.92;35.1168
562;2.5087;205.56;1023.55;49.8724
563;2.5232;202.45;1017.09;62.4637
564;2.5558;202.81;1017.78;53.7512
565;2.5689;202.47;1023.96;26.7177
566;2.572;202.77;1038.57;35.4421
567;2.518;202.33;1049.11;0
568;2.4805;202.46;1049.91;0
569;2.5022;203.34;1048.31;0
570;2.5249;202.54;1049.69;0
571;2.4934;202.33;1047.97;0
572;2.489;202.27;1047.01;0
573;2.4218;190.9;1038.84;0
574;2.2567;175.86;1026.97;0
575;2.0993;170.64;1024.32;0
576;1.9617;163.27;1015.8;0
577;1.8485;152.86;1013.11;0
578;1.7904;152.29;1008.03;0
579;1.7573;156.24;1005.14;0
580;1.7582;157.7;1001.73;0
581;1.7994;160.62;1000.92;0
582;1.8985;150.53;1016.49;0
583;2.172;171.24;1027.31;0
584;2.3627;185.2;1028.59;0
585;2.469;199.42;1020.44;66.6893
586;2.53;195.78;1014.41;244.496
587;2.5325;192.05;1011.53;50.9498
588;2.5646;189.82;1008.38;57.6958
589;2.5794;193.2;1006.8;27.9949
590;2.5725;185.2;1014.51;44.3522
591;2.5165;191.8;1026.28;3.97448
592;2.487;193.01;1033.33;0
593;2.5136;197.96;1033.46;0
594;2.5343;196.72;1032.42;0
595;2.4974;195.82;1032.93;0
596;2.4807;189.07;1034.15;0
597;2.4074;176.26;1039.38;0
598;2.2677;167.48;1037.34;0
599;2.1107;164.85;1032.06;0
600;1.9739;154.65;1023.48;0
601;1.859;150.0;1024.16;0
602;1.8083;141.17;1020.6;0
603;1.7708;144.44;1021.1;0
604;1.7752;138.56;1023.38;0
605;1.8158;149.92;1023.72;0
606;1.9075;142.32;1029.98;0
607;2.1808;165.55;1046.94;0
608;2.3805;186.88;1042.28;0
609;2.4722;198.85;1031.96;52.9682
610;2.5331;197.55;1028.35;89.0365
611;2.5361;194.97;1021.69;85.9104
612;2.5712;195.48;1013.77;115.03
613;2.5697;180.53;1024.34;71.9872
614;2.5711;182.74;1024.99;63.4354
615;2.5194;179.74;1034.73;38.7195
616;2.4839;180.12;1038.15;0
617;2.5072;197.5;1037.38;0
618;2.5344;186.2;1035.85;0
619;2.4972;194.33;1033.24;0
620;2.4909;187.27;1029.34;0
621;2.4257;173.48;1027.06;0
622;2.2728;154.74;1024.47;0
623;2.118;156.27;1016.82;0
624;1.9756;137.57;1007.73;0
625;1.871;150.03;988.86;0
626;1.808;151.41;966.93;0
627;1.7792;147.2;948.28;0
628;1.7784;145.8;942.19;0
629;1.8126;145.8;942.12;0
630;1.9045;136.39;949.09;0
631;2.1675;154.5;968.43;0
632;2.3646;175.43;966.32;0
633;2.4575;180.95;949.31;60.3549
634;2.4991;181.77;931.3;63.3455
635;2.4982;181.77;917.3;74.2416
636;2.5381;180.94;920.01;77.3922
637;2.5405;183.06;926.36;108.843
638;2.5365;180.0;940.96;7.09891
639;2.4878;181.5;969.2;8.73443
640;2.46;185.0;975.2;0
641;2.4779;185.47;975.88;0
642;2.5062;190.25;975.96;0
643;2.4655;190.25;974.64;0
644;2.444;183.9;977.93;0
645;2.3653;175.44;984.3;0
646;2.2297;165.09;987.05;0
647;2.0883;158.2;994.14;0
648;1.9512;139.85;995.26;0
649;1.8435;139.9;1000.88;0
650;1.7777;136.15;1002.94;0
651;1.7382;134.52;1007.46;0
652;1.731;134.4;1005.3;0
653;1.726;127.43;1001.83;0
654;1.7456;123.21;1006.43;0
655;1.8329;131.48;1003.81;0
656;1.9054;137.31;999.33;0
657;2.0441;145.43;990.78;33.8603
658;2.178;160.41;978.42;315.401
659;2.2349;161.84;967.03;43.7699
660;2.2635;157.67;972.07;25.3323
661;2.2498;161.63;970.82;71.8863
662;2.2469;170.56;973.7;69.1071
663;2.1995;142.22;978.83;252.103
664;2.1458;147.12;975.63;0
665;2.1592;154.27;973.99;0
666;2.208;164.93;972.85;0
667;2.1868;174.99;944.57;0
668;2.1482;164.72;926.59;0
669;2.0878;150.57;910.96;0
670;1.9786;146.24;909.07;0
671;1.8859;139.44;894.08;0
672;1.7664;118.91;867.57;0
673;1.6658;111.32;866.92;0
674;1.6004;113.02;874.64;0
675;1.5658;116.88;860.3;0
676;1.5371;111.34;852.52;0
677;1.5463;114.77;848.53;0
678;1.5547;114.52;858.21;0
679;1.6081;116.89;857.99;0
680;1.6392;113.02;839.07;0
681;1.7532;118.04;828.41;90.696
682;1.8722;120.7;801.05;24.2526
683;1.9518;123.24;778.69;22.4887
684;1.9878;123.29;769.35;22.8367
685;1.9886;114.85;749.38;23.8649
686;2.0038;110.64;750.25;6.38381
687;1.9824;111.32;762.9;1.08402
688;1.9509;110.49;767.49;0
689;1.9876;110.47;764.74;0
690;2.0575;111.32;739.93;0
691;2.0556;110.15;713.65;0
692;2.0463;107.06;713.21;0
693;1.9981;108.46;692.25;0
694;1.9055;107.4;652.75;0
695;1.8284;100.06;617.92;0
696;1.716;85.29;621.57;0
697;1.6297;63.54;613.98;0
698;1.5821;53.08;599.44;0
699;1.5609;48.27;593.45;0
700;1.5729;44.48;600.51;0
701;1.6178;55.04;621.66;0
702;1.7493;76.53;651.33;0
703;2.0577;106.29;678.11;0
704;2.269;107.25;698.84;0
705;2.4033;109.09;706.13;161.83
706;2.4663;117.08;697.97;33.0605
707;2.4803;119.29;692.04;27.332
708;2.5277;119.35;691.33;30.1287
709;2.5521;119.95;687.26;60.427
710;2.5488;117.0;690.43;208.459
711;2.4774;111.39;713.31;12.9429
712;2.4313;112.33;713.02;0
713;2.4357;108.57;722.48;0
714;2.479;111.02;725.42;0
715;2.4371;115.96;721.12;0
716;2.4223;109.05;728.14;0
717;2.3513;110.44;708.45;0
718;2.2014;108.85;683.82;0
719;2.0501;108.06;661.65;0
720;1.9094;91.18;661.31;0
721;1.812;89.78;660.73;0
722;1.7433;95.51;670.73;0
723;1.7162;94.46;671.68;0
724;1.7184;94.47;670.58;0
725;1.7681;96.55;697.12;0
726;1.8638;104.17;709.5;0
727;2.1354;107.19;729.84;0
728;2.2907;110.31;729.74;0
729;2.3899;115.57;724.97;31.71
730;2.4286;121.4;707.82;408.056
731;2.4246;116.74;716.08;202.283
732;2.4381;116.92;734.69;178.422
733;2.4662;116.87;765.51;168.623
734;2.4527;117.41;783.33;200.272
735;2.4116;124.22;790.27;231.803
736;2.3828;126.3;784.8;0
737;2.3933;127.35;769.22;0
738;2.4491;127.33;750.3;0
739;2.4268;117.84;730.54;0
740;2.418;112.44;716.84;0
741;2.3512;108.98;691.98;0
742;2.2001;100.6;660.55;0
743;2.0524;103.65;622.67;0
744;1.9088;87.09;623.16;0
745;1.814;85.0;618.53;0
746;1.746;69.12;620.99;0
747;1.71;69.09;617.33;0
748;1.699;71.03;626.01;0
749;1.7483;80.52;628.21;0
750;1.8458;93.46;673.13;0
751;2.1035;110.57;689.52;0
752;2.2765;110.46;690.19;0
753;2.3664;110.52;695.63;85.2916
754;2.4134;111.07;683.44;150.877
755;2.3967;110.95;668.46;45.9129
756;2.4261;111.74;670.92;44.4251
757;2.4423;111.75;678.94;25.857
758;2.4367;110.91;691.21;22.201
759;2.39;110.96;717.83;3.85401
760;2.3537;111.0;753.54;0
761;2.371;111.65;763.91;0
762;2.4287;111.96;767.39;0
763;2.4072;111.9;755.95;0
764;2.4021;111.75;754.07;0
765;2.3299;111.97;738.24;0
766;2.1824;110.46;712.14;0
767;2.0369;110.51;690.86;0
768;1.8966;104.96;688.97;0
769;1.7993;92.36;695.5;0
770;1.7439;92.25;704.51;0
771;1.7088;90.71;717.65;0
772;1.7189;92.22;726.58;0
773;1.7606;92.37;732.55;0
774;1.8442;101.62;757.44;0
775;2.1067;114.56;790.11;0
776;2.2696;113.04;793.08;0
777;2.3705;128.1;778.73;263.378
778;2.4142;132.27;758.99;139.177
