Hours;Load;Price;CO_2_eq;solar_pv
750;1.219;73.16;14.71;0
751;1.486;93.97;14.61;0
752;1.502;110.04;14.64;0
753;1.43;117.0;14.64;0
754;1.385;110.46;14.42;293.077
755;1.326;105.03;14.42;287.687
756;1.27;101.45;14.67;224.025
757;1.322;99.34;14.55;147.105
758;1.375;98.53;14.56;71.2278
759;1.357;98.32;14.1;101.453
760;1.292;98.56;13.69;0
761;1.113;102.69;13.85;0
762;0.991;109.12;14.04;0
763;1.143;104.9;13.98;0
764;1.332;99.14;13.79;0
765;1.256;93.25;13.9;0
766;1.135;94.75;14.06;0
767;1.171;86.42;14.88;0
768;1.212;78.59;15.68;0
769;1.051;74.3;15.81;0
770;1.045;67.77;15.66;0
771;0.994;71.35;15.37;0
772;1.095;74.91;15.43;0
773;1.183;82.23;14.84;0
774;1.209;84.84;14.36;0
775;1.204;93.66;13.84;0
776;1.284;92.7;13.95;0
777;1.294;92.91;14.41;12.3331
778;1.356;88.93;14.94;189.883
779;1.423;86.1;15.24;87.8454
780;1.325;89.27;14.69;46.6293
781;1.34;93.76;14.86;100.076
782;1.335;94.26;14.93;170.994
783;1.419;95.39;14.27;33.2874
784;1.515;99.43;14.01;0
785;1.497;111.96;14.03;0
786;1.516;118.52;14.61;0
787;1.663;124.72;15.03;0
788;1.684;122.31;15.3;0
789;1.791;122.33;15.74;0
790;1.656;122.52;16.22;0
791;1.568;124.96;16.11;0
792;1.482;103.93;16.53;0
793;1.385;108.3;16.28;0
794;1.45;100.27;16.51;0
795;1.552;93.82;16.73;0
796;1.476;87.83;16.8;0
797;1.544;84.03;16.85;0
798;1.579;89.02;16.37;0
799;1.696;100.27;16.12;0
800;1.709;107.73;15.92;0
801;1.683;108.44;15.78;147.591
802;1.669;107.37;15.44;309.72
803;1.621;100.03;15.43;317.881
804;1.588;102.81;15.38;180.705
805;1.567;102.0;15.29;107.696
806;1.555;100.08;14.86;5.40986
807;1.572;100.32;14.32;1.09012
808;1.586;102.0;14.09;0
809;1.673;107.72;14.16;0
810;1.682;112.4;14.01;0
811;1.632;100.45;13.64;0
812;1.574;98.74;13.65;0
813;1.625;96.75;14.14;0
814;1.547;97.53;14.35;0
815;1.458;98.13;14.95;0
816;1.452;82.69;14.57;0
817;1.554;70.36;14.9;0
818;1.551;72.39;15.31;0
819;1.541;73.04;15.38;0
820;1.435;74.95;15.6;0
821;1.45;85.94;15.74;0
822;1.488;88.1;15.5;0
823;1.585;95.89;15.61;0
824;1.575;84.6;16.09;0
825;1.663;76.43;16.61;159.169
826;1.376;72.14;16.53;338.899
827;1.312;67.53;16.21;341.763
828;1.372;61.72;15.92;250.347
829;1.54;57.92;15.43;165.45
830;1.175;55.41;15.69;203.977
831;1.165;51.97;13.7;171.793
832;1.232;50.29;13.26;0
833;1.257;49.2;13.09;0
834;1.581;47.76;13.43;0
835;1.595;47.24;14.35;0
